,Image,Fixation Duration,Saccade Amplitude,Saccade Rate,Time Spent,Number of Fixations
0,4-Slide2.PNG,63.69230769230769,6.233831514609511,3.0429609575067897,4.600781999999999,13
1,4-Slide3.PNG,41.529411764705884,2.0850209225620104,3.1604108674590408,5.695461999999999,17
2,4-Slide4.PNG,53.25,5.157575943163751,2.537475586557006,5.12320199999999,12
3,4-Slide5.PNG,69.66666666666667,4.606683224829792,2.127982329234745,3.2895009999999894,6
4,4-Slide6.PNG,66.38095238095238,3.2190638521903434,3.269451714433592,6.728957000000024,21
5,4-Slide7.PNG,59.91304347826087,4.423368316141541,4.3672588063044335,5.495437999999995,23
6,4-Slide8.PNG,50.45454545454545,5.194520609695885,3.228076518325798,3.717383999999991,11
7,4-Slide9.PNG,33.0,5.877986410850921,1.3355391989102072,2.9950449999999837,3
8,4-Slide10.PNG,70.44444444444444,5.051447637675835,3.0246615781776716,3.306155,9
9,4-Slide11.PNG,60.11764705882353,4.397742039947914,3.658823825346045,4.37299,17
10,4-Slide12.PNG,63.111111111111114,5.12289542176968,1.984965430724265,4.534084000000001,9
11,4-Slide13.PNG,64.88888888888889,4.988604242603504,2.0095655319319956,4.478580000000002,9
12,4-Slide14.PNG,53.333333333333336,10.141738739695214,1.6741267615301285,3.583958000000002,6
13,4-Slide15.PNG,68.6923076923077,2.9989814282667133,3.8059901935944094,3.6784120000000002,13
14,4-Slide16.PNG,72.5,3.398154223028562,3.949615273127915,5.8233520000000025,22
15,4-Slide17.PNG,65.5,5.234224657345729,2.1799278540766,4.128576999999997,8
16,4-Slide18.PNG,49.0,4.585994155551196,2.6395126403860782,4.167436000000001,11
17,4-Slide19.PNG,64.25,5.145290736276156,3.946659476379323,6.334470999999998,24
18,4-Slide20.PNG,118.71428571428571,3.468995429763203,2.1266245417788716,3.7618299999999945,7
19,4-Slide21.PNG,56.916666666666664,8.686933163561454,2.406981728231392,5.400955000000009,12
20,4-Slide22.PNG,66.2,4.723783824871552,2.4686688887978208,4.050766000000003,10
21,4-Slide23.PNG,72.21052631578948,2.946278543817788,4.6866099102584515,4.267476999999999,19
22,4-Slide24.PNG,105.2,5.442471049144668,1.3843589587405662,4.334135999999998,5
23,4-Slide25.PNG,64.24,3.897476376101888,4.212695277383226,5.934443000000014,25
24,4-Slide26.PNG,171.75,8.312149616157138,1.2159982567448997,4.111847999999998,4
25,4-Slide27.PNG,61.42857142857143,5.2641005527646785,1.9482330135390002,4.106285000000003,7
26,4-Slide28.PNG,90.92307692307692,5.73641016964011,2.8671191715878255,4.53416799999999,13
27,4-Slide29.PNG,47.111111111111114,5.939507926800789,2.710350285670922,3.6895599999999975,9
28,4-Slide30.PNG,61.5,4.926349185316341,1.9213520169873095,6.245602000000013,12
29,4-Slide31.PNG,48.54545454545455,3.6747626471743713,3.4368867305240265,3.200570999999996,11
30,4-Slide32.PNG,54.357142857142854,5.364729442393607,2.8717884311343167,5.223226000000009,14
31,4-Slide33.PNG,59.69230769230769,4.295284088346147,1.9894388343969707,6.534505999999994,13
32,4-Slide34.PNG,52.09090909090909,3.8036287873998265,2.1424557801996253,5.134294999999984,11
33,4-Slide35.PNG,52.57142857142857,3.735665378325458,2.359140760492615,2.9671820000000007,7
34,4-Slide36.PNG,100.22222222222223,6.346707794047506,1.9455839621622826,5.139845000000001,9
35,4-Slide37.PNG,34.57142857142857,2.9538525177623223,1.9831324668036032,4.0340219999999976,7
36,4-Slide38.PNG,97.88888888888889,7.67070472322398,2.2984648553231244,4.35073000000001,9
37,4-Slide39.PNG,102.125,3.6729404155289433,1.6567839504025215,4.828631999999983,8
38,4-Slide40.PNG,25.714285714285715,5.741145753289698,2.322198680933095,3.4450109999999987,7
39,4-Slide41.PNG,96.33333333333333,5.516182129878504,2.2838574443589517,4.378557000000001,9
