,Image,Saccade Duration,Number of Fixations
0,2-Slide2.PNG,,0
1,2-Slide3.PNG,,0
2,2-Slide4.PNG,,0
3,2-Slide5.PNG,55.0,2
4,2-Slide6.PNG,,0
5,2-Slide7.PNG,150.0,1
6,2-Slide8.PNG,,0
7,2-Slide9.PNG,,0
8,2-Slide10.PNG,58.0,7
9,2-Slide11.PNG,77.0,1
10,2-Slide12.PNG,,0
11,2-Slide13.PNG,20.0,1
12,2-Slide14.PNG,,0
13,2-Slide15.PNG,,0
14,2-Slide16.PNG,15.0,1
15,2-Slide17.PNG,,0
16,2-Slide18.PNG,72.0,1
17,2-Slide19.PNG,,0
18,2-Slide20.PNG,22.0,1
19,2-Slide21.PNG,,0
20,2-Slide22.PNG,16.0,1
21,2-Slide23.PNG,66.0,1
22,2-Slide24.PNG,22.0,1
23,2-Slide25.PNG,30.0,2
24,2-Slide26.PNG,49.0,1
25,2-Slide27.PNG,,0
26,2-Slide28.PNG,21.0,1
27,2-Slide29.PNG,,0
28,2-Slide30.PNG,100.0,1
29,2-Slide31.PNG,16.0,1
