,Image,Fixation Duration,Saccade Amplitude,Saccade Rate,Time Spent,Number of Fixations
0,4-Slide2.PNG,165.05,4.02334689972978,4.230514830387026,4.727557000000001,20
1,4-Slide3.PNG,154.6216216216216,3.7227212726910945,4.861685060041809,7.816220000000001,37
2,4-Slide4.PNG,223.4375,5.589391605451385,3.226016663021278,4.6496969999999855,16
3,4-Slide5.PNG,208.88235294117646,3.14609902686646,3.1895338635800443,5.016407000000006,17
4,4-Slide6.PNG,140.8846153846154,1.9387403704602342,4.7419330599548015,5.482996000000013,26
5,4-Slide7.PNG,167.8148148148148,4.506674023319992,4.42245302331173,6.105209000000003,27
6,4-Slide8.PNG,277.36842105263156,4.112953431326943,2.549341802435638,7.060646000000008,19
7,4-Slide9.PNG,157.27272727272728,3.544617777517329,3.829980944932891,5.483056000000011,22
8,4-Slide10.PNG,153.7,2.9233829130851525,3.733483511070074,5.089080999999999,20
9,4-Slide11.PNG,140.35,9.080600734522273,3.9464676206871334,4.814432000000001,20
10,4-Slide12.PNG,133.13333333333333,4.290919238160926,4.725204224088696,6.560562999999998,30
11,4-Slide13.PNG,105.62068965517241,3.775033976057267,4.757969996241204,6.305209999999999,29
12,4-Slide14.PNG,174.85185185185185,4.977152763871397,3.9220591594999226,7.1391069999999965,27
13,4-Slide15.PNG,191.83333333333334,5.712957212981794,3.8890341875272814,6.171198000000004,24
14,4-Slide16.PNG,208.2941176470588,4.035117603518951,3.3739055397742765,5.038671000000002,17
15,4-Slide17.PNG,285.0,3.7002726468166234,2.854269559120008,5.255285000000003,15
16,4-Slide18.PNG,242.10526315789474,4.7903476412566866,3.20839342738654,5.921967000000004,19
17,4-Slide19.PNG,128.07692307692307,7.79444476334721,3.968481998489442,6.299637999999992,26
18,4-Slide20.PNG,240.7826086956522,4.104764786974735,3.2989832677003,6.971845000000001,23
19,4-Slide21.PNG,165.29166666666666,3.951504444764559,3.74563633367127,6.407456000000005,24
20,4-Slide22.PNG,80.62962962962963,4.041320091745312,5.708066251894102,4.905339000000007,27
21,4-Slide23.PNG,131.72,3.564471178537706,4.294538796058256,5.588493000000002,25
22,4-Slide24.PNG,139.92857142857142,3.4826277677560564,4.152076935613003,6.743612999999997,28
23,4-Slide25.PNG,161.34782608695653,4.8124456498809955,3.5871813054372326,6.132949000000008,23
24,4-Slide26.PNG,157.65217391304347,3.1585030273628694,4.559732093932064,5.044156000000003,23
25,4-Slide27.PNG,279.0769230769231,7.80357040063412,2.853831158567641,4.555279999999999,13
26,4-Slide28.PNG,170.75,4.103574295200362,3.8998982331819008,4.871921999999992,20
27,4-Slide29.PNG,120.8,5.160818480615308,4.827914727071086,4.349703999999998,20
28,4-Slide30.PNG,119.625,4.339266460081379,5.082683614592799,4.721915000000008,24
29,4-Slide31.PNG,126.0,3.480233255250663,4.8399322707324135,5.371975999999995,27
30,4-Slide32.PNG,170.28571428571428,8.968925808506444,3.4929202871928973,8.016214999999997,28
31,4-Slide33.PNG,309.7368421052632,3.3149984479823478,2.7160082886537427,6.627372999999992,19
32,4-Slide34.PNG,216.2608695652174,3.0549958511051782,3.6385654195042614,6.046339000000007,23
33,4-Slide35.PNG,289.06666666666666,3.401822287597176,3.0102287573173587,4.983010000000009,15
34,4-Slide36.PNG,197.5,3.589049753904579,3.612927906148898,4.705324999999982,18
35,4-Slide37.PNG,256.6470588235294,4.670821363289789,2.826453627435267,5.660803999999975,17
36,4-Slide38.PNG,158.55555555555554,4.022425245029666,4.154079421382896,4.333089999999997,18
37,4-Slide39.PNG,273.4,5.925450803943365,2.8103902197237,6.7606270000000075,20
38,4-Slide40.PNG,146.31578947368422,4.032350006075249,4.04277167319254,4.6997460000000135,19
39,4-Slide41.PNG,188.5625,5.138214362982266,3.4410333767333645,4.649766000000003,16
