,Image,Saccade Duration,Number of Fixations
0,3-Slide2.PNG,89.91666666666667,12
1,3-Slide3.PNG,102.84615384615384,13
2,3-Slide4.PNG,78.36842105263158,19
3,3-Slide5.PNG,305.42857142857144,7
4,3-Slide6.PNG,160.3,10
5,3-Slide7.PNG,111.5,6
6,3-Slide8.PNG,187.125,8
7,3-Slide9.PNG,110.72727272727273,11
8,3-Slide10.PNG,116.0,14
9,3-Slide11.PNG,108.05882352941177,17
10,3-Slide12.PNG,78.375,16
11,3-Slide13.PNG,126.0,14
12,3-Slide14.PNG,146.08333333333334,12
13,3-Slide15.PNG,158.85714285714286,14
14,3-Slide16.PNG,126.85714285714286,14
15,3-Slide17.PNG,100.36363636363636,11
16,3-Slide18.PNG,59.130434782608695,23
17,3-Slide19.PNG,76.93333333333334,15
18,3-Slide20.PNG,513.75,4
19,3-Slide21.PNG,138.16666666666666,12
20,3-Slide22.PNG,126.42857142857143,14
21,3-Slide23.PNG,97.875,16
22,3-Slide24.PNG,379.42857142857144,7
23,3-Slide25.PNG,69.66666666666667,12
24,3-Slide26.PNG,96.58823529411765,17
25,3-Slide27.PNG,68.5,12
26,3-Slide28.PNG,79.41666666666667,12
27,3-Slide29.PNG,76.70588235294117,17
28,3-Slide30.PNG,146.08333333333334,12
29,3-Slide31.PNG,72.69565217391305,23
30,3-Slide32.PNG,132.28571428571428,14
31,3-Slide33.PNG,145.15384615384616,13
32,3-Slide34.PNG,149.53333333333333,15
33,3-Slide35.PNG,178.1818181818182,11
34,3-Slide36.PNG,215.0,9
35,3-Slide37.PNG,175.72727272727272,11
36,3-Slide38.PNG,122.26666666666667,15
37,3-Slide39.PNG,159.16666666666666,12
38,3-Slide40.PNG,109.94117647058823,17
39,3-Slide41.PNG,81.36842105263158,19
40,3-Slide42.PNG,234.0,9
41,3-Slide43.PNG,69.42105263157895,19
42,3-Slide44.PNG,196.4,10
43,3-Slide45.PNG,294.6666666666667,9
44,3-Slide46.PNG,159.8,10
45,3-Slide47.PNG,249.85714285714286,7
46,3-Slide48.PNG,159.375,8
47,3-Slide49.PNG,139.55555555555554,9
48,3-Slide50.PNG,149.1818181818182,11
49,3-Slide51.PNG,67.28571428571429,14
50,3-Slide52.PNG,109.125,16
51,3-Slide53.PNG,114.76923076923077,13
52,3-Slide54.PNG,84.23076923076923,13
53,3-Slide55.PNG,178.45454545454547,11
54,3-Slide56.PNG,169.55555555555554,9
55,3-Slide57.PNG,94.88888888888889,18
56,3-Slide58.PNG,114.0,12
57,3-Slide59.PNG,66.3,10
58,3-Slide60.PNG,85.86666666666666,15
59,3-Slide61.PNG,90.73333333333333,15
