,Image,Fixation Duration,Saccade Amplitude,Saccade Rate,Time Spent,Number of Fixations
0,4-Slide4.PNG,84.875,5.479802232759677,2.4957205325423866,3.60617300000001,8
1,4-Slide5.PNG,56.6,2.0702372348601363,2.4530623249544945,4.484190999999992,10
2,4-Slide6.PNG,38.3,3.3527069609765734,3.360952212759262,3.2728820000000125,10
3,4-Slide7.PNG,58.333333333333336,9.563906114076556,2.348968125405987,5.534345000000001,12
4,4-Slide8.PNG,70.0,7.728883420166349,1.621316288327104,6.167828000000009,9
5,4-Slide9.PNG,62.625,4.440823470034984,2.303538407759696,3.4729180000000053,8
6,4-Slide10.PNG,55.714285714285715,5.456464407166871,2.431980544155647,3.2895,7
7,4-Slide26.PNG,20939.5,0.45396879981624866,0.04758540247352729,84.05939199999999,4
8,4-Slide27.PNG,1138.3333333333333,1.9212919350990953,1.0402812504388683,3.8451140000000015,3
9,4-Slide33.PNG,36.666666666666664,4.1470997340752485,1.6576094099171008,4.222948999999994,6
10,4-Slide35.PNG,36.75,12.56648198859793,1.3717086194603179,3.645089000000007,4
11,4-Slide36.PNG,183.0,,0.0,0.18338400000002003,1
12,4-Slide37.PNG,62.7,4.449682652799539,2.6607530221316567,4.134168000000005,10
13,4-Slide38.PNG,76.0,8.31683330929131,1.3801376659719091,3.6228269999999902,4
14,4-Slide39.PNG,60.75,3.452486394150721,2.165371333515061,4.156331000000006,8
15,4-Slide40.PNG,83.16666666666667,3.8194579815090544,1.8257732410500602,3.8339919999999985,6
16,4-Slide41.PNG,90.83333333333333,6.235435646915417,1.8363927125815886,6.534549999999989,12
