ImgName,SacNum,TimeSpent,SacRate,SacAmp
Slide38.png,4.0,4.123035000000003,0.9701591182223767,5.136944360167952
Slide5.png,13.0,6.606802999999985,1.9676687801952062,3.022924639151238
Slide28.png,8.0,7.339019,1.0900639445135651,6.803652716765274
Slide18.png,16.0,11.329892,1.4121935142894566,2.8702468263137595
Slide19.png,17.0,5.556563999999998,3.0594446496072045,2.1959374783865018
Slide39.png,6.0,4.128592999999993,1.4532796039716218,2.536695937908874
Slide4.png,9.0,3.911853999999992,2.300699361479242,4.6702074977599874
Slide29.png,1.0,0.28036500000000525,3.5667790202057366,2.8610506712998105
Slide32.png,1.0,0.24887799999999696,4.018032931797958,4.121026314591934
Slide16.png,8.0,4.778691999999995,1.6740982678942289,7.31361613200323
Slide22.png,10.0,4.017444999999992,2.4891442197715263,6.787930687869547
Slide36.png,4.0,4.761179999999993,0.8401278674614288,10.12764236252979
Slide26.png,9.0,4.361938999999999,2.0633025817188186,6.139493536498209
Slide12.png,13.0,6.2903439999999975,2.066659629425673,5.288227084621338
Slide37.png,2.0,7.1576520000000015,0.2794212403732397,1.0112869418317922
Slide27.png,15.0,4.533907999999996,3.308404140533953,3.337363862006153
Slide13.png,7.0,5.263564999999999,1.3298971324568047,3.57340403033585
Slide33.png,1.0,0.2721600000000035,3.674309229864738,0.6340558903673035
Slide17.png,1.0,0.1333770000000004,7.49754455415849,0.2892465774587254
Slide23.png,16.0,9.812898,1.6305071142082592,3.564931053895835
Slide34.png,12.0,6.095540999999997,1.9686521672153474,2.49236248906287
Slide9.png,8.0,4.5508389999999785,1.7579176059623374,5.312419566069879
Slide24.png,7.0,4.773082999999999,1.466557359258157,7.24794797266934
Slide10.png,12.0,3.0950460000000004,3.877163699667145,3.603678687343422
Slide41.png,10.0,8.518212999999989,1.17395514763484,4.580714885011934
Slide30.png,1.0,0.2722729999999865,3.6727843010509655,0.809775045637502
Slide14.png,13.0,4.622985000000004,2.8120359464718114,5.081290445717746
Slide20.png,8.0,4.439698999999993,1.8019239592594032,4.048734117761215
Slide31.png,1.0,0.24008800000001793,4.1651394488684375,0.2812968400227623
Slide15.png,9.0,4.7063830000000015,1.9122965555501958,5.416998357125781
Slide21.png,23.0,7.334673999999999,3.1357903568720307,2.7873048245975043
Slide35.png,4.0,3.4450650000000023,1.161081140704166,9.217155574333589
Slide8.png,7.0,4.303498999999982,1.626583391793522,8.698983095793462
Slide25.png,10.0,4.540561000000001,2.2023710286019718,4.45853036652148
Slide11.png,9.0,4.1555740000000005,2.1657657883122763,3.6386304902585587
Slide40.png,11.0,5.500963000000018,1.9996498794847308,1.9700533706983174
Slide3.png,1.0,0.2712170000000042,3.6870845116640347,2.2180145469549637
Slide7.png,10.0,5.175559999999997,1.9321580659870632,6.64778929565706
Slide6.png,3.0,3.5616909999999917,0.8422965383577652,13.000727975331614
Slide2.png,10.0,5.262098999999995,1.9003823379225686,5.011515380346752
 Total ,330.0,179.7732159999999,2.2988331533197077,5.011515380346752
