,Image,Saccade Duration,Number of Fixations
0,2-Slide2.PNG,197.66666666666666,3
1,2-Slide3.PNG,70.57142857142857,14
2,2-Slide4.PNG,63.0,7
3,2-Slide5.PNG,91.0,2
4,2-Slide6.PNG,80.66666666666667,3
5,2-Slide7.PNG,94.0,3
6,2-Slide8.PNG,45.25,4
7,2-Slide9.PNG,174.0,5
8,2-Slide10.PNG,55.0,6
9,2-Slide11.PNG,79.16666666666667,6
10,2-Slide12.PNG,119.42857142857143,7
11,2-Slide13.PNG,38.5,6
12,2-Slide14.PNG,67.16666666666667,6
13,2-Slide15.PNG,74.5,6
14,2-Slide16.PNG,39.75,4
15,2-Slide17.PNG,24.5,6
16,2-Slide18.PNG,45.25,4
17,2-Slide19.PNG,43.333333333333336,9
18,2-Slide20.PNG,51.166666666666664,6
19,2-Slide21.PNG,75.66666666666667,3
20,2-Slide22.PNG,101.33333333333333,6
21,2-Slide23.PNG,62.625,8
22,2-Slide24.PNG,89.0,7
23,2-Slide25.PNG,67.4,5
24,2-Slide26.PNG,46.666666666666664,6
25,2-Slide27.PNG,52.916666666666664,12
26,2-Slide28.PNG,50.75,16
27,2-Slide29.PNG,47.5,8
28,2-Slide30.PNG,50.6,5
29,2-Slide31.PNG,63.833333333333336,12
