,Image,Saccade Duration,Number of Fixations
0,1-Slide2.PNG,30.0,3
1,1-Slide3.PNG,83.0,3
2,1-Slide4.PNG,24.5,2
3,1-Slide5.PNG,89.83333333333333,6
4,1-Slide6.PNG,43.0,6
5,1-Slide7.PNG,37.0,2
6,1-Slide8.PNG,36.333333333333336,3
7,1-Slide9.PNG,69.0,3
8,1-Slide10.PNG,94.57142857142857,7
9,1-Slide11.PNG,70.16666666666667,6
10,1-Slide12.PNG,61.111111111111114,9
11,1-Slide13.PNG,64.55555555555556,9
12,1-Slide14.PNG,36.5,6
13,1-Slide15.PNG,98.25,4
14,1-Slide16.PNG,34.0,4
15,1-Slide17.PNG,25.0,3
16,1-Slide18.PNG,46.166666666666664,18
17,1-Slide19.PNG,58.6,5
18,1-Slide20.PNG,29.8,5
19,1-Slide21.PNG,32.8,5
20,1-Slide22.PNG,66.14285714285714,7
21,1-Slide23.PNG,54.2,5
22,1-Slide24.PNG,23.5,2
23,1-Slide25.PNG,52.77777777777778,9
24,1-Slide26.PNG,45.5,10
25,1-Slide27.PNG,72.33333333333333,3
26,1-Slide28.PNG,87.0,4
27,1-Slide29.PNG,45.0,6
28,1-Slide30.PNG,30.428571428571427,7
29,1-Slide31.PNG,94.0,5
30,1-Slide32.PNG,27.333333333333332,3
31,1-Slide33.PNG,54.2,5
32,1-Slide34.PNG,66.0,2
33,1-Slide35.PNG,23.0,1
34,1-Slide36.PNG,23.5,2
35,1-Slide37.PNG,36.0,2
36,1-Slide38.PNG,36.0,2
37,1-Slide39.PNG,34.5,2
38,1-Slide40.PNG,33.4,5
