,Image,Fixation Duration,Saccade Amplitude,Saccade Rate,Time Spent,Number of Fixations
0,4-Slide2.PNG,78.0,7.012132584256239,2.6598650960754364,4.511506999999998,11
1,4-Slide3.PNG,43.42857142857143,1.7193396790264919,2.948000637891188,7.123471999999994,21
2,4-Slide4.PNG,47.0,4.178178983401259,1.847343251000836,6.495815000000002,11
3,4-Slide5.PNG,48.333333333333336,4.619037762301885,2.1588387174770847,5.095332000000024,12
4,4-Slide6.PNG,40.19230769230769,8.316390189869795,2.897278596944553,9.319089999999996,26
5,4-Slide7.PNG,30.333333333333332,5.39807708887708,1.6032928720513977,6.860880000000004,12
6,4-Slide8.PNG,45.18181818181818,4.881745860889965,2.3225861805849024,14.638853999999991,33
7,4-Slide9.PNG,54.35294117647059,2.0469254193232715,2.3767104557962924,7.573492999999988,17
8,4-Slide10.PNG,29.333333333333332,6.523521422185207,1.3533142666389992,4.433559999999999,6
9,4-Slide11.PNG,39.166666666666664,12.5839965897501,1.293902935283504,4.6371329999999995,6
10,4-Slide12.PNG,54.0,0.459257189086548,5.140516004996596,0.19453299999999946,1
11,4-Slide13.PNG,,15.389823776658991,2.6073579641748847,0.3835300000000025,0
12,4-Slide14.PNG,,1.2798459048966555,4.508972855983431,0.22177999999999884,0
13,4-Slide15.PNG,97.875,6.638219823484282,1.4994883933038101,5.335152999999998,8
14,4-Slide16.PNG,50.285714285714285,8.555767367971363,1.1283311685829722,7.090117000000002,7
15,4-Slide17.PNG,44.0,4.3516333771128215,2.701333540315515,5.552812999999994,15
16,4-Slide18.PNG,54.09090909090909,10.776909586527587,1.52281214118739,7.223477999999996,11
17,4-Slide19.PNG,32.733333333333334,7.799562356224773,2.5857044674250367,5.801127,15
18,4-Slide20.PNG,52.42857142857143,5.294908223445827,2.7720299618056927,4.689703999999998,14
19,4-Slide21.PNG,38.92857142857143,3.3119155140143604,2.2863652932361442,6.1232560000000085,14
20,4-Slide22.PNG,65.25,9.58928444862,2.456902852832753,4.88419799999999,12
21,4-Slide23.PNG,53.75,5.737704396697686,1.636947247449131,10.385184999999998,16
22,4-Slide24.PNG,28.0,6.949486877062999,1.2407948531829487,4.835610000000001,5
23,4-Slide25.PNG,81.2,6.645099862937099,1.3780303921846941,7.256733999999997,10
24,4-Slide26.PNG,100.75,8.180857053573606,1.1404932587724463,4.384067999999999,4
25,4-Slide27.PNG,39.75,6.4206966572390405,1.5099140009606822,5.298315000000002,8
26,4-Slide28.PNG,49.05263157894737,4.453966606331912,2.544888825192259,7.4659449999999925,19
27,4-Slide29.PNG,81.71428571428571,4.093199471092518,1.983102479547397,4.034082999999999,7
28,4-Slide30.PNG,43.714285714285715,6.1081445901298235,1.0026107985193438,7.979168000000005,7
29,4-Slide31.PNG,25.11111111111111,4.724620701393164,1.3085189673459083,6.878005000000004,9
30,4-Slide32.PNG,46.5,5.57769278942638,1.5388599848237605,6.49831700000001,10
31,4-Slide33.PNG,38.5,4.290465496390592,1.4839871713356299,7.412462999999989,10
32,4-Slide34.PNG,32.166666666666664,6.04850077939049,0.8437923402942179,8.295880000000004,6
33,4-Slide35.PNG,37.81818181818182,4.2744431592751075,3.3327297389472776,3.600652000000002,11
34,4-Slide36.PNG,58.142857142857146,6.933192047122562,0.8832736240363498,9.057215999999986,7
35,4-Slide37.PNG,57.333333333333336,4.194020815843159,1.6950907966909805,5.899388999999996,9
36,4-Slide38.PNG,48.0,8.342975482838899,1.047841948550122,4.771712,4
37,4-Slide39.PNG,25.4,6.267918046979161,1.2962479670511031,4.628744000000006,5
38,4-Slide40.PNG,32.0,5.15532867393362,1.7283687094400504,4.628641999999992,7
39,4-Slide41.PNG,44.5,8.436539639413699,1.47171582933395,3.3973949999999897,4
